English,Nagamese,,,,
"Many will follow their sensuality, and through them the way of truth will be slandered. 3","Bisi manu tai khan laga biya kaam laga piche koribo, aru itu pora hosa laga kotha khan ke misa bonai dibo. 3",,,,
"In their greed they will exploit you with deceptive words. Their condemnation has been coming for a long time, and their destruction is not asleep. 4","Tai khan laga nijor labh nimite misa kotha koi kena thogai dibo. Bisi din pora tai khan uporte bodnam to alchi pora thaka nohoi, aru tai khan nuksan hobole to ghumai ja nohoi. 4",,,,
For God did not spare the angels who sinned. Instead he committed them to Tartarus to be kept in chains of lower darkness until the judgment.  5,Kilemane kun sorgoduth Tai laga kotha mana nai tai khan ke bi chara nai. Kintu tai khan ke Tartarus laga niche te phelai dise aru loha pora andhera jaga te bandhi dise jitia tak bisar laga din nahibo. 5,,,,
"Also, he did not spare the ancient world. Instead, he preserved Noah, who was a herald of righteousness, along with seven others when he brought a flood on the world of the ungodly. 6","Aru, Tai poila laga duniya ke bi chara nai. Kintu, Tai Noah ke basi kena rakhise, jun dharmik manu thakise, aru tai logote sath jon thakise, jitia Isor pora biswas nakora manu khan uporte dangor ban-pani anise. 6",,,,
God also reduced the cities of Sodom and Gomorrah to ashes and condemned them to destruction as an example of what is to happen to the ungodly. 7,"Isor pora Sodom aru Gomorrah laga desh to jui pora jolai kena khotom kori dise, aru adharmik manu khan logote bi eneka he hobo koikena ekta namuna dikhai dise. 7",,,,
"And he delivered righteous Lot, who was oppressed by the sensual behavior of lawless people— 8","Kintu Tai dharmik Lot ke bachai loise, kun ke niom nathaka manu laga biya kaam aru bhabona pora dukh disele. 8",,,,
"that righteous man, who was living among them day after day, was tormented in his righteous soul because of their lawless deeds. 9","Aru dharmik khan, kun tai khan majote bisi din pora thaki ase, aru tai khan laga biya kaam khan huni kena aru dikhi kena tai laga dharmik atma te dukh pai thakise. 9",,,,
The Lord knows how to rescue godly men out of trials and how to hold unrighteous men for punishment at the day of judgment. 10,"Probhu jane bhal manu khan ke kineka kori kena dukh pora ulai anibo, aru biswas nakora manu khan ke bisar kora laga din te ki saja dibo. 10",,,,
"This is especially true for those who walk after the corrupt desires of the flesh and who despise authority. Bold and self-willed, they do not tremble when they blaspheme the glorious ones. 11","Kintu itu khan sob to hosa ase jun khan biya kaam kori thake aru taikhan mangso laga itcha thaka karone Isor laga adhikar to noloi. Taikhan laga mon dangor howa pora aru nijor itcha te thaka pora, tai khan mohima te thaka Isor laga biya kotha kobole nimite bhoi nakore. 11",,,,
"Angels have greater strength and power, but they do not bring insulting judgments against them to the Lord. 12","Kintu mohan sorgoduth khan, kun logote takot ase, tai khan uporte sorom khilai diya laga bisar Probhu logote na ane. 12",,,,
"But these people, like unreasoning animals, are naturally made for capture and destruction. They do not know what they insult. In destruction they also will be destroyed, 13","Kintu itu khan, buddhi nathaka janwar khan nisena ase, tai khan to dhori kena khotom kori dibole nimite he jonom hoise. Aru, tai khan ki nabuje itu ke he sorom khilai ase. Tai khan laga biya he tai khan ke khotom kori dibo. 13",,,,
suffering harm as a reward for doing harm. They think that luxury during the day is a pleasure. They are stains and blemishes. They enjoy their deceitful actions while they are feasting with you.  14,"Tai khan ki biya kaam korise itu laga inam pabo. Tai khan bhabe din te ki moja kora to he bhal ase. Tai khan misa kowa aru dagi thaka manu ase. Apnikhan logot kha-luwa kora homoite, dusra khan ke thogai diya kaam koribole khushi pai. 14",,,,
"They have eyes full of adultery; they are never satisfied with sin. They entice unstable souls into wrongdoing, and they have their hearts trained in greed. They are cursed children! 15","Tai khan suku ase hoile bi biya pora bhorta hoi kena ase, aru tai khan kiman paap kori thakile bi itu pora bhorta nohoi. Atma komjur thaka khan ke biya kaam koribole nimite mate, aru tai khan laga mon to biya kaam koribole nimite he sikhai diye. Tai khan shrap thaka bacha khan ase! 15",,,,
"They have forsaken the straight way and have gone astray, following the way of Balaam son of Beor, who loved to receive payment for unrighteousness.  16","Tai khan bhal rasta to chari kena Balaam Beor laga chokra laga pichete jaise, kun dharmik nathaka laga labh to lobole bhal pai. 16",,,,
But he obtained a rebuke for his own transgression—a mute donkey speaking in a human voice stopped the prophet's insanity. 17,Kintu tai nijor laga paap pora saja paise- kotha koribole napara ekta gadha pora manu laga awaj te kotha korikena dimag thik nathaka ekjon bhabobadi ke rukhai diya nisena ase. 17,,,,
These men are springs without water and mists driven by a storm. The gloom of thick darkness is reserved for them. 18,Itu manu khan pani nathaka laga khali jhorna nisena he ase aru jitia dangor hawa ahe dhuwa ke urai kena loi ja manu khan nisena he ase. Aru dukh laga andhera pora tai khan ke bandhi loi. 18,,,,
They speak with vain arrogance. They entice people through the lusts of the flesh. They entice people who try to escape from those who live in error. 19,Kilemane tai khan motlob nathaka laga kotha kore. Tai khan gaw mangso laga itcha pora manu khan ke mate. Tai khan kun manu biya aru dukh pora polabole mon kore tai khan ke prithibi laga itcha khan dikhai kena mate. 19,,,,
"They promise freedom to them, but they themselves are slaves of corruption. For a man is a slave to whatever overcomes him. 20","Tai khan kosom dise tai khan ke biya pora ajad koribole nimite, kintu tai khan nijor bi biya kaam laga sewak khan ase. Ki pora manu khan ke bachai lobole parise, itu te tai paap laga sewak hoi jaise. 20",,,,
"If they have escaped the corruptions of the world through the knowledge of the Lord and Savior Jesus Christ and are again entangled in them and overcome, the last state has become worse for them than the first. 21","Jodi tai khan Probhu Jisu Khrista laga gyaan pora itu prithibi laga biya kaam khan pora polai jabole pare, kintu aru bi itu laga paap te phasi kena giri jai, tai khan poila te ki dukh paise, itu pora bi bisi biya hobo. 21",,,,
It would have been better for them not to have known the way of righteousness than to have known it and to turn away from the holy commandment delivered to them. 22,"Kilemane tai khan pobitro niom laga kotha khan jana pichete he namani kena thaka pora to, taikhan nimite to dharmik laga rasta najani kena thaka to he bhal thakise. 22",,,,
"This proverb is true for them: ""A dog returns to its own vomit, and a washed pig returns to the mud."" 1","Itu hosa kotha to tai khan logote hoise: “Ekta kutta nijor laga ulti khai, aru dhulai kena rakha gahori to aru bi buka te wapas jaikena letera hoi jai.” 1",,,,
"Beloved, this is now the second letter that I have written to you, and in both of them they are reminders to stir up your sincere mind 2","Morom laga bhai khan, itu ami laga dusra chithi apni khan ke likhi ase; aru itu duita te bi apni khan laga bhal bhabona uthai dibole nimite aru mon te rakhibole kotha likhi ase, 2",,,,
so that you will recall the words spoken in the past by the holy prophets and the command of our Lord and Savior given through your apostles. 3,"Probhu jun amikhan laga Tran-Korta ase, Tai laga pasoni aru pobitro bhabobadi khan ke ki hukum dise aru kotha khan koise apni khan sob itu khan mon te rakhi kena thakibo nimite. 3",,,,
"Know this first, that mockers will come in the last days. They will mock and proceed according to their own desires. 4","Itu poila jani lobi, ses laga din te misa kowa manu khan ahibo. Tai khan sorom khila bo aru tai khan nijor laga itcha hisab te chuli kena jabo. 4",,,,
"They will say, ""Where is the promise of his return? From when our fathers fell asleep, all things have stayed the same, since the beginning of creation."" 5","Tai khan kobo, “Tai ahibole kowa laga kosom to kote ase? Itu kotha to rukhi kena amikhan laga baba khan bi mori jaise, sob to eke he ase, itu prithibi bona shuru homoi pora.” 5",,,,
"They deliberately forget that long ago by the word of God the heavens and the earth came to exist out of water and through water, 6","Kilemane tai khan nijor itcha pora itu pahori jaise, poila te sorgo thakise koi kena, aru prithibi to pani pora he bonaise aru pani to Isor laga kotha pora he bonaise, 6",,,,
"through which the world at that time was destroyed, being flooded with water. 7","aru itu kaam khan pora, age laga duniya to khotom kori dise, dangor ban-pani ahi kena. 7",,,,
"By the same word the heavens and the earth are reserved for fire, being kept for the day of judgment and destruction of ungodly people. 8",Kintu etiya sorgo aru prithibi ke jui pora Tai laga hukum pora he bachai kena rakhi ase. Tai khan ke Isor najani kena thaka manu aru bisar kora laga din nimite he bachai kena rakhi ase. 8,,,,
"It should not escape your notice, beloved, that one day with the Lord is like a thousand years, and a thousand years are like one day. 9","Kintu itu ekta kotha apni khan napahoribo lage, morom bhai khan, Probhu nimite ek din to hajar saal nisena he ase, aru hajar saal to ek din nisena he ase. 9",,,,
"The Lord does not move slowly concerning his promises, as some consider slowness to be. Instead, he is patient toward you. He does not desire for any of you to perish, but for everyone to make room for repentance. 10","Probhu pora ki kosom dise itu aste pora loi najai, kunba manu bisi aste ase koi thake. Kintu, Tai apni uporte morom thaka nimite Tai apni khan kun bi harai najabo nimite bhabona kore, aru sob manu mon ghurai kena thakibole nimite itcha ase. 10",,,,
"However, the day of the Lord will come as a thief: The heavens will pass away with a loud noise. The elements will be burned with fire, and the earth and the deeds in it will be laid bare.  11","Kintu sabi, Probhu aha laga din to ekjon chor aha nisena hobo, aru titia sorgo khan dangor awaj logote harai jabo aru prithibi laga suna to jui pora goli jabo, aru prithibi aru tate thaka jiman bi ase sob bi bisar laga yogya hobo. 11",,,,
"Since all these things will be destroyed in this way, what kind of people should you be? You should live holy and godly lives. 12","Itu khan sob to eneka he khotom hoi jabo, apni khan kineka nisena manu hobo lage? Pobitro hoi kena aru bhal kaam kori kena, 12",,,,
"You should expect and hasten the coming of the day of God. On that day, the heavens will be destroyed by fire, and the elements will be melted in great heat. 13","Isor aha laga din to mon khuli kena rukhi thakibi. Kilemane sorgo khan bi jui pora julai kena khotom kori dibo, aru sob saman jui laga gorom pora goli jabo. 13",,,,
"But according to his promise we are waiting for the new heavens and the new earth, where righteousness will dwell. 14","Kintu Tai pora kosom diya nisena, amikhan notun sorgo aru notun prithibi nimite rukhi ase, kun jaga te khali dharmik khan he thakibo. 14",,,,
"Therefore, beloved, since you expect these things, do your best to be found spotless and blameless before him, in peace. 15","Itu nimite, morom laga bhai khan, apni khan itu sob to rukhi thaka nisena, shanti pora Tai laga usorte dagi nathaki kena aru biya kaam pora dur hoi kena bhal kaam kori thakibi. 15",,,,
"Also, consider the patience of our Lord to be salvation, just as our beloved brother Paul wrote to you, according to the wisdom that was given to him. 16","Aru, probhu laga morom aru dhorjo moi laga anonto jibon pabole nimite ase koi kena bhabi bi, jineka amikhan laga morom laga bhai Paul pora apni khan ke likhise, gyaan di kena likhi bole diya nisena, 16",,,,
"Paul speaks of these things in all his letters, in which there are things that are difficult to understand. Ignorant and unstable men distort these things, as they also do the other scriptures, to their own destruction. 17","aru tai laga sob chithi te likha nisena, itu kotha khan tai khan logote koi ase. Kunba kotha khan bujhi bole digdar ase, juntu gyaan nathaka aru biya manu khan pora itu laga motlob ke ulta kori diye, itu nisena tai khan Isor laga pobitro kotha bi eneka kore, hoilebi tai khan nijor he dukh pabo. 17",,,,
"Therefore, beloved, since you know about these things beforehand, guard yourselves so that you are not led astray by the deceit of lawless people and you lose your own faithfulness. 18","Itu nimite, bhai khan, apni khan itu sob to age pora jani loise, nijor ke bhal pora sai lobi aru biya manu khan laga misa kotha khan pora paap laga rasta te najabi aru apni khan laga biswas to kitia bi hara bole nadibi. 18",,,,
But grow in the grace and knowledge of our Lord and Savior Jesus Christ. May the glory be to him both now and until the day of eternity. Amen!,Kintu Tran-Korta Probhu Jisu Khrista laga anugrah aru gyaan te dangor hoi kena thakibi. Sob mohima Tai laga hobole dibi etiya pora loikena hodai tak. Amen!,,,,
1,1,,,,
"That which was from the beginning—which we have heard, which we have seen with our eyes, which we have looked at and our hands have touched—concerning the Word of life. 2","Kuntu shuru pora thakise- juntu moi khan hunise, aru suku pora dikhise, juntu moi khan saise, aru amikhan laga hath pora dhorise, itu khan sob jibon laga kotha ase. 2",,,,
"Also, the life was made known, and we have seen it and testify to it. We are proclaiming to you the eternal life, which was with the Father, and which has been made known to us. 3","Aru, itu jibon amikhan ke janibole dise, aru amikhan itu laga gawahi ase. Moi apni khan ke anonto jibon laga kotha koi ase, jun to Baba Isor logote ase, aru itu kotha amikhan ke janibole nimite dise. 3",,,,
"That which we have seen and heard we declare also to you, so you also will have fellowship with us. Our fellowship is with the Father and with his Son, Jesus Christ. 4","Amikhan ki hunise aru dikhise, itu sob apni khan ke koi di ase, itu pora amikhan sob mili kena thakibo. Aru, amikhan Baba aru Tai laga Chokra, Jisu Khrista logote milikena ase. 4",,,,
"Also, we are writing these things to you so that our joy will be complete.  5","Aru, amikhan to apni khan nimite itu kotha khan likhi ase itu pora apni khan khushi kori thaka to pura hoi jabo nimite. 5",,,,
"This is the message that we have heard from him and are proclaiming to you: God is light, and in him there is no darkness at all. 6","Amikhan itu kotha Tai logot pora hunise aru apni khan ke koi ase: Isor to puhor ase, aru Tai logote eku andhera nai. 6",,,,
"If we say that we have fellowship with him and walk in darkness, we are lying and are not practicing the truth. 7","Jodi amikhan Tai logote milikena ase koi aru andhar laga rasta te berai, titia amikhan misa koi ase aru hosa laga kotha khan mani kena thaka nohoi jai. 7",,,,
"But if we walk in the light as he is in the light, we have fellowship with one another, and the blood of Jesus his Son cleanses us from every sin. 8","Kintu jodi amikhan ujala te berai jineka Tai ujala te thake, amikhan ekjon-ekjon logote milikena ase, aru Tai laga Chokra Jisu laga khun pora amikhan laga sob paap to sapha kori diye. 8",,,,
"If we say that we have no sin, we are deceiving ourselves, and the truth is not in us. 9","Jodi amikhan paap nai koi, titia amikhan nijor ke thogai ase, aru hosa to moi khan logote nai. 9",,,,
"But if we confess our sins, he is faithful and just to forgive us our sins and cleanse us from all unrighteousness. 10","Kintu jodi amikhan laga paap shikar kore, titia Tai hosa thaka pora amikhan laga paap khan maph kori dibo aru sob adharmikta pora sapha kori dibo. 10",,,,
"If we say that we have not sinned, we make him out to be a liar, and his word is not in us. 1","Jodi amikhan paap kora nai koile, amikhan Tai ke misa bonai di ase, aru Tai laga kotha amikhan logote nai. 1",,,,
"Children, I am writing these things to you so that you will not sin. But if anyone sins, we have an advocate with the Father, Jesus Christ, the one who is righteous. 2","Amilaga bacha khan, moi tumi khan ke itu likhi ase tumi khan paap nokoribo nimite. Kintu jodi kunba paap kore, amikhan laga Baba Isor logote kotha kori diya ekjon ase, Jisu Khrista, kun dharmik ase. 2",,,,
"He is the propitiation for our sins, and not for ours only, but also for the whole world. 3","Tai amikhan laga paap maph kori diya ekjon ase, aru khali amikhan ekla nimite nohoi, kintu pura duniya nimite. 3",,,,
"We know that we have come to know him, if we keep his commandments. 4","Itu pora amikhan Tai ke jani loise, jodi amikhan Tai laga kotha mani kena thake. 4",,,,
"The one who says ""I know God"" but does not keep his commandments is a liar, and the truth is not in him. 5","Kun manu koi, “Moi Isor ke jane,” kintu kotha mani kena nathake, tai misa kowa manu ase, aru tai logote hosa nai. 5",,,,
"But whoever keeps his word, in him truly the love of God has been perfected. By this we know that we are in him: 6","Kintu kun manu Tai laga kotha mane, tai logot te Isor laga morom to sob phale bhal bonai dise. Itu pora amikhan jane amikhan Tai logote ase: 6",,,,
whoever says that he remains in God should himself also walk just as he walked. 7,"kun manu tai Isor logote ase koi, Tai jineka beraise, itu nisena tai bi berabole lage. 7",,,,
"Beloved, I am not writing a new commandment to you, but an old commandment that you have had from the beginning. The old commandment is the word that you heard. 8","Morom laga bhai khan, moi tumi khan ke notun niom likha nohoi, hoilebi kuntu purana niom tumi khan logote shuru pora ase, itu he koi ase. Itu purana niom he tumi khan huni thaka laga kotha ase. 8",,,,
"Yet I am writing a new commandment to you, which is true in Christ and in you, because the darkness is passing away, and the true light is already shining. 9","Hoilebi moi tumi khan nimite notun niom likhi di ase, juntu niom Tai aru tumikhan usorte hosa ase, kilemane andhera to jai ase, aru hosa laga puhor to juli ase. 9",,,,
The one who says that he is in the light and hates his brother is in the darkness until now. 10,"Kun manu ujala te ase eneka koi, aru nijor laga bhai ke ghin kore, tai etiya bi andhera te ase. 10",,,,
The one who loves his brother remains in the light and there is no occasion for stumbling in him. 11,Kun manu tai laga bhai ke morom kore tai ujala te ase aru tai kitia bi biya rasta te nagiribo. 11,,,,
But the one who hates his brother is in the darkness and walks in the darkness, he does not know where he is going because the darkness has blinded his eyes. 12,"Kintu kun manu tai laga bhai ke ghin kore tai andhera te ase aru andhera te berai ase. Tai kote jai ase tai nijor bi najane, kilemane andhera pora tai laga suku andha kori dise. 12",,,
"I am writing to you, children, because your sins are forgiven because of his name. 13","Moi tumi khan ke likhi ase, morom laga bacha khan, kilemane Tai laga naam pora tumi khan laga paap khan maph paise. 13",,,,
"I am writing to you, fathers, because you know the one who is from the beginning. I am writing to you, young men, because you have overcome the evil one. I have written to you, children, because you know the Father. 14","Moi apni khan ke likhi ase, baba khan, kilemane apni khan jane utu ekjon kun ase, jun shuru pora ase. Moi tumi khan nimite likhi ase, jawan manu khan, kilemane tumi khan biya ekjon logote jiti loise. 14",,,,
"I have written to you, fathers, because you know the one who is from the beginning. I have written to you, young men, because you are strong, and the word of God remains in you, and you have overcome the evil one. 15","Moi tumi khan ke likhi dise, chutu bacha khan, kilemane tumi khan Baba Isor ke jane. Moi itu apni khan ke likhise, baba khan, kilemane apni khan jane itu ekjon ke kun shuru pora ase. Moi tumi khan ke likhise, jawan manu khan, kilemane tumi khan takot ase, aru Isor laga kotha tumi khan logote ase, aru tumi khan biya uporte jiti loise. 15",,,,
"Do not love the world or the things that are in the world. If anyone loves the world, the love of the Father is not in him. 16","Itu duniya ke morom nokoribi aru itu duniya te thaka jinis khan ke morom nokoribi. Jodi kunba manu itu duniya ke morom kore, titia tai logote Baba Isor laga morom nai. 16",,,,
"For everything that is in the world—the lust of the flesh, the lust of the eyes, and the arrogance of life—is not from the Father but is from the world. 17","Kilemane ki to itu duniya te ase- mangso laga itcha, aru suku laga itcha, aru jibon laga phutani- itu Baba pora nohoi kintu itu duniya laga ase. 17",,,,
The world and its desire are passing away. But whoever does the will of God will remain forever. 18,Itu duniya aru tai laga itcha khan khotom hoi ase. Kintu kun manu Isor laga itcha pora thake tai hodai thakibo. 18,,,,
"Children, it is the last hour. Just as you heard that the antichrist is coming, now many antichrists have come. By this we know that it is the last hour. 19","Chutu bacha khan, itu hekh laga homoi ase. Tumi khan Khrista birodhi ahi ase koi kena hunise, aru etiya to bisi Khrista birodhi khan ahi jaise. Itu pora amikhan jane hekh homoi to ahise. 19",,,,
"They went out from us, but they were not from us. For if they had been from us they would have remained with us. But when they went out, that showed they were not from us. 20","Amikhan pora ulai kena taikhan jaise, kintu taikhan to amikhan pora nohoi. Jodi tai khan to amikhan pora ase koile amikhan logote thakibole asele. Kintu jitia tai khan ulai kena jaise, itu pora jani loise tai khan kun bi amikhan pora nohoi. 20",,,,
"But you have an anointing from the Holy One, and you all know. 21","Kintu tumi khan Pobitro Ekjon pora asirbad paise, aru tumi khan sob hosa jani ase. 21",,,,
"I did not write to you because you do not know the truth, but because you know it and because no lie is from the truth. 22","Moi tumi khan hosa najane koikena itu likha nai, kintu tumi khan jani ase aru hosa te eku misa nai. 22",,,,
"Who is the liar but the one who denies that Jesus is the Christ? That person is the antichrist, since he denies the Father and the Son. 23","Kun misa kowa jon ase, tai ekjon, jun pora Jisu he Khrista ase koikena mana kore? Itu manu Khrista birodhi ase, kilemane tai Baba aru Chokra ke mana kori ase. 23",,,,
No one who denies the Son has the Father. Whoever confesses the Son also has the Father. 24,"Kun manu Jisu ke mana kore tai laga Baba nai. Kun manu Jisu ke loi, tai logote Baba ase. 24",,,,
"As for you, let what you have heard from the beginning remain in you. If what you heard from the beginning remains in you, you will also remain in the Son and in the Father. 25","Aru tumi khan to, shuru pora ki kotha hunise itu tumi khan logote thakibole dibi. Jodi tumi khan shuru pora ki hunise itu mon te rakhe koile, tumi khan hodai Chokra aru Baba logote thakibo. 25",,,,
This is the promise he gave to us—eternal life. 26,Itu kosom Tai pora amikhan ke dise- anonto jibon. 26,,,,
I have written these things to you about those who would lead you astray. 27,"Moi itu kotha tumi khan nimite likhi ase, utu manu karone bi kun pora tumi khan ke biya rasta te loi jabo. 27",,,,
"As for you, the anointing that you received from him remains in you, and you do not need anyone to teach you. But as his anointing teaches you everything and is true and is not a lie, and just as it has taught you, remain in him. 28","Aru tumi khan to, ki asirbad tumi khan Tai pora paise itu tumi khan logote he ase, aru dusra pora tumikhan ke sikhai dibole dorkar nai. Kintu Tai laga asirbad pora ki sikhai dise itu hosa ase aru misa nohoi, aru tumi khan ke sikhai diya nisena, Tai logote thakibi. 28",,,,
"Now, children, remain in him so that when he appears we will have boldness and not be ashamed before him at his coming. 29","Etiya, bacha khan, Tai logote thakibi, jitia Tai ahibo, moi khan mon dangor koribo aru Tai aha homoi te sorom nakhabo. 29",,,,
"If you know that he is righteous, you know that everyone who does what is right has been born from him. 1","Jodi tumi jane Tai dharmik ase koi kena, titia hoile tumi khan itu bi jani thakibo kun manu thik kaam kore tai Isor pora jonom hoise. 1",,,,
"See what kind of love the Father has given to us, that we should be called children of God, and this is what we are. For this reason, the world does not know us, because it did not know him.  2","Sabi Isor pora kineka morom amikhan ke dise, eneka pora amikhan Isor laga bacha ase kobole nimite, aru hosa pora bi amikhan to Tai laga bachakhan ase. Itu karone, prithibi pora amikhan ke najane, kilemane tai khan Isor ke najane. 2",,,,
"Beloved, we are now children of God, and it has not yet been revealed what we will be. We know that when Christ appears, we will be like him, for we will see him just as he is. 3","Morom laga bhai khan, amikhan etiya Isor laga bachakhan ase aru amikhan ki hobo itu etiya bi dikhai diya nai. Amikhan jane jitia Khrista ahibo, amikhan Tai nisena hoi jabo, kilemane Tai kineka ase itu nisena amikhan Tai ke dikhibo. 3",,,,
Everyone who has this hope in him purifies himself just as he is pure. 4,"Kun manu Tai uporte asha kori kena thake, Tai sapha thaka nisena, taikhan nijor ke sapha kori loi. 4",,,,
"Everyone who sins is committing acts of lawlessness, for sin is lawlessness. 5","Kun paap kaam khan kori ase tai niom kanun khan mani kena thaka manu nohoi, kilemane paap te niom kanun nai. 5",,,,
"You know that Christ was revealed in order to take away sins, and in him there is no sin. 6","Tumikhan jane Khrista ke dikhai diya to paap khan hatai dibole nimite hoise, aru Tai logote eku paap nai. 6",,,,
No one who remains in him will keep on sinning. No one who continues to sin has seen him or known him. 7,"Kun manu Tai logote thake, tai aru paap kaam nakore. Aru kun manu paap kaam kore, tai Isor ke dikha nai, aru Tai ke janibole para nai. 7",,,,
"Children, do not let anyone lead you astray. The one who does righteousness is righteous, just as Christ is righteous. 8","Morom laga bacha khan, kun pora bi tumi ke biya rasta te loi jabole nadibi. Kun manu bhal kaam kore tai dharmik ase, Khrista dharmik thaka nisena. 8",,,,
"The one who commits sin is from the devil, for the devil has sinned from the beginning. For this reason the Son of God was revealed, so that he would destroy the devil's works. 9","Kun manu paap kaam khan kore tai saitan laga ase, kilemane saitan bi shuru pora paap kaam kori kena ahise. Itu nimite Isor laga Chokra ke dikhai dise, aru Tai pora saitan laga kaam khan khotom kori dibole. 9",,,,
"Whoever has been born from God does not continue to sin, because God's seed remains in him. He cannot continue to sin because he has been born of God. 10",Kun manu Isor pora jonom loise tai biya kaam korikena nathake kilemane Isor laga bijon tai logote ase. Tai paap kori kena thakibole napare kilemane tai Isor pora jonom hoise. 10,,,,
"In this the children of God and children of the devil are revealed: Whoever does not do what is righteous is not from God, neither is the one who does not love his brother. 11","Itu pora Isor laga bachakhan aru saitan laga bacha khan ke dikhai diye: Kun manu dharmik kaam nakore tai Isor laga nohoi, aru kun manu tai nijor laga bhai ke morom nakore tai bi Isor laga nohoi. 11",,,,
For this is the message that you have heard from the beginning: We should love one another. 12,"Kilemane tumi khan shuru pora itu kotha huni kena ahise, amikhan ekjon-ekjon ke morom koribole lage. 12",,,,
"We should not be like Cain, who was from the evil one and murdered his brother. Why did he kill him? Because his works were evil and his brother's righteous. 13","Amikhan Cain nisena nohobole lage, kun biya ekjon pora ahise aru nijor bhai ke morai dise. Ki nimite tai ke morai dise? Kilemane tai laga kaam khan paap laga kaam khan thakise aru tai laga bhai Abel laga kaam khan dharmik kaam khan thakise. 13",,,,
"Do not be amazed, my brothers, if the world hates you. 14","Tumi khan asurit nalagibi, amilaga bhai khan, jodi tumi ke itu duniya pora ghin kore. 14",,,,
"We know that we have passed out of death into life, because we love the brothers. Anyone who does not love remains in death. 15","Amikhan mora pora ulai kena jibon paise, kilemane moi khan bhai ke morom kore. Kun manu morom te nathake tai mori kena ase. 15",,,,
Anyone who hates his brother is a murderer. You know that no murderer has eternal life residing in him. 16,Kun manu nijor bhai ke morom nakore tai manu morai diya manu ase. Tumi jane manu morai diya manu ke kitia bi anonto jibon tai logote thakibole naparibo. 16,,,,
"By this we know love, because Christ laid down his life for us. We also ought to lay down our lives for the brothers. 17","Itu pora amikhan morom to jane, kilemane Khrista amikhan nimite Tai laga jibon dise. Amikhan bi nijor laga bhai khan nimite jibon dibole lage. 17",,,,
"But whoever has the world's goods, sees his brother in need, and shuts up his heart of compassion from him, how does the love of God remain in him? 18","Kintu kun manu logote duniya laga sob saman ase, aru tai laga bhai dukh te thaka dikhile bi, bhai nimite tai laga mon bondh kori kena rakhe, titia hoile tai logote Isor laga morom kote ase? 18",,,,
"My children, let us not love in word or in tongue, but in actions and truth. 19","Ami laga morom bacha khan, amikhan khali kotha aru mukh pora morom nokoribo, kintu kaam aru hosa pora morom koribo. 19",,,,
"It is by this we know that we are from the truth, and we assure our hearts before him. 20","Itu pora amikhan jani loi amikhan hosa te ase, aru amikhan laga mon Tai usorte rakhi diye. 20",,,,
"For if our hearts condemn us, God is greater than our hearts, and he knows all things. 21","Jodi amikhan laga mon pora amikhan ke biya ase koi, Isor to amikhan laga mon pora bi dangor ase, aru Tai sob jinis khan jani ase. 21",,,,
"Beloved, if our hearts do not condemn us, we have confidence toward God. 22","Morom laga bhai khan, jodi amikhan laga nijor mon pora amikhan ke bodnam nadiye, titia amikhan Isor uporte bharosa ase. 22",,,,
"Whatever we ask we will receive from him, because we keep his commandments and do the things that are pleasing before him. 23","Ami khan ki mange itu pai jabo, kilemane amikhan Tai laga kotha mani kena thake aru Tai ki khushi pai itu khan kore. 23",,,,
"This is his commandment: that we should believe in the name of his Son Jesus Christ and love one another, just as he gave us this commandment. 24","Itu Tai laga kotha khan ase: amikhan Tai laga Chokra Jisu Khrista ke biswas koribo aru ekjon-ekjon ke morom koribo, Tai pora itu kotha amikhan ke diya nisena. 24",,,,
"The one who keeps God's commandments remains in him, and God remains in him. By this we know that he remains in us, by the Spirit whom he gave to us. 1","Tai laga kotha mani kena thaka manu to Tai logot thake, aru Tai bi tai khan logote ase. Tai amikhan logote ase koikena jane Atma dwara jane, jun ke Tai pora amikhan nimite dise. 1",,,,
"Beloved, do not believe every spirit. Instead, test the spirits to see whether they are from God, because many false prophets have gone out into the world. 2","Morom laga bhai khan, sob atma ke biswas nokoribi. Kintu, kuntu atma Isor pora ase itu bhal pora sai lobi, kilemane bisi misa bhabobadi khan prithibi te ulai kena ase. 2",,,,
"By this you will know the Spirit of God—every spirit that confesses that Jesus Christ has come in the flesh is from God, 3","Itu pora tumi khan Isor laga Atma to janibo- kun manu Jisu Khrista to sharir hoikena Isor pora ahise koi kena shikar kore, 3",,,,
"and every spirit that does not confess Jesus is not from God. This is the spirit of the antichrist, which you have heard is coming, and now is already in the world.  4","aru kun atma pora Jisu to Isor pora ahise koi kena shikar nakore. Itu Khrista birodh kora laga atma ase, jun ahi bole ase koikena tumikhan hunise, aru etiya tai prithibi te ahi jaise. 4",,,,
"You are from God, children, and have overcome them, because the one who is in you is greater than the one who is in the world. 5","Tumi khan Isor pora ase, morom laga bacha khan, aru taikhan ke jiti loise, kilemane itu ekjon kun tumi logote ase Tai itu duniya te thaka ekjon pora bi sob se dangor ase. 5",,,,
"They are from the world; therefore what they say is from the world, and the world listens to them. 6","Tai khan duniya laga ase; itu nimite tai khan ki koi itu duniya laga he ase, aru duniya laga manu khan taikhan laga kotha he hune. 6",,,,
We are from God. Anyone who knows God listens to us. He who is not from God does not listen to us. By this we know the spirit of truth and the spirit of error. 7,Amikhan Isor pora ase. Kun manu Isor ke jane amikhan laga kotha hune. Aru kun manu Isor pora nohoi amikhan laga kotha nahune. Itu pora amikhan jane hosa laga atma aru misa laga atma. 7,,,,
